Ship Mode,Segment,Order ID,Order Date,Sales
Standard Class,Consumer,CA-2014-159954,42623,2.78
Standard Class,Consumer,CA-2014-161970,42635,30.9
Standard Class,Consumer,CA-2014-162173,42669,608.43
Standard Class,Consumer,CA-2014-165687,42691,35.04
Standard Class,Consumer,CA-2014-165715,42706,32.776
Standard Class,Consumer,CA-2014-167871,42692,47.328
Standard Class,Consumer,CA-2014-169005,42676,5.56
Standard Class,Consumer,US-2011-115196,41526,1299.99
Standard Class,Consumer,US-2011-117170,41534,52.608
Standard Class,Consumer,US-2011-147627,41294,1859.4
Standard Class,Consumer,US-2011-150574,41627,252.612
Standard Class,Consumer,US-2011-155544,41354,310.528
Standard Class,Consumer,US-2011-156559,41505,638.82
Standard Class,Consumer,US-2011-158057,41355,59.109
Standard Class,Consumer,US-2011-165659,41426,904.13
Standard Class,Consumer,US-2011-167633,41547,15.552
Standard Class,Consumer,US-2012-108966,41923,979.9455
Standard Class,Consumer,US-2012-120572,41984,12.828
Standard Class,Consumer,US-2012-123960,41801,207.82
Standard Class,Consumer,US-2012-129553,41847,29.97
Standard Class,Consumer,US-2012-134026,41755,1001.76
Standard Class,Consumer,US-2012-145436,41698,551.264
Standard Class,Consumer,US-2012-164357,41968,13.12
Standard Class,Consumer,US-2012-168732,41983,129.64
Standard Class,Consumer,US-2012-168935,41970,459.4335
Standard Class,Consumer,US-2013-121013,42253,1678
Standard Class,Consumer,US-2013-132857,42350,6.672
Standard Class,Consumer,US-2013-135923,42026,530.272
Standard Class,Consumer,US-2013-137295,42012,187.228
Standard Class,Consumer,US-2013-147991,42130,16.72
Standard Class,Consumer,US-2013-164588,42111,12.84
Standard Class,Consumer,US-2013-169369,42351,299.07
Standard Class,Consumer,US-2014-102904,42687,239.92
Standard Class,Consumer,US-2014-105935,42396,3002.65
Standard Class,Consumer,US-2014-117450,42617,107.552
Standard Class,Consumer,US-2014-126179,42554,311.96
Standard Class,Consumer,US-2014-134642,42426,428.704
Standard Class,Consumer,US-2014-135986,42541,536.36
Standard Class,Consumer,US-2014-136189,42711,82.38
Standard Class,Consumer,US-2014-146822,42530,49.12
Standard Class,Consumer,US-2014-146878,42634,12.294
Standard Class,Consumer,US-2014-149510,42707,98.446
Standard Class,Consumer,US-2014-152842,42567,242.352
Standard Class,Consumer,US-2014-152898,42624,67.9
Standard Class,Consumer,US-2014-165953,42370,71.096
Standard Class,Consumer,US-2014-166233,42554,24
Standard Class,Consumer,US-2014-168690,42377,2.808
Standard Class,Corporate,CA-2011-100916,41568,788.86
Standard Class,Corporate,CA-2011-101770,41364,1.869
Standard Class,Corporate,CA-2011-102274,41599,865.5
Standard Class,Corporate,CA-2011-102673,41579,1044.44
Standard Class,Corporate,CA-2011-103807,41610,21.19
Standard Class,Corporate,CA-2011-106810,41408,310.88
Standard Class,Corporate,CA-2011-107811,41393,661.504
Standard Class,Corporate,CA-2011-111500,41503,484.79
Standard Class,Corporate,CA-2011-112718,41624,1.167
Standard Class,Corporate,CA-2011-114314,41558,16.23
Standard Class,Corporate,CA-2011-114321,41506,1417.35
Standard Class,Corporate,CA-2011-115084,41565,605.34
Standard Class,Corporate,CA-2011-117345,41487,202.896
Standard Class,Corporate,CA-2011-117639,41415,3333.9
Standard Class,Corporate,CA-2011-125136,41545,106.944
Standard Class,Corporate,CA-2011-128846,41371,752.92
Standard Class,Corporate,CA-2011-129091,41600,1022.61
Standard Class,Corporate,CA-2011-136336,41385,828.84
Standard Class,Corporate,CA-2011-137911,41556,88.768
Standard Class,Corporate,CA-2011-138527,41529,192.424
Standard Class,Corporate,CA-2011-146885,41424,13.62
Standard Class,Corporate,CA-2011-148425,41608,6.642
Standard Class,Corporate,CA-2011-149020,41284,54.83
Standard Class,Corporate,CA-2011-149538,41368,364.93
Standard Class,Corporate,CA-2011-151953,41537,2.816
Standard Class,Corporate,CA-2011-151967,41569,129.92
Standard Class,Corporate,CA-2011-152562,41579,75.16
Standard Class,Corporate,CA-2011-152849,41460,4.368
Standard Class,Corporate,CA-2011-153087,41635,521.92
Standard Class,Corporate,CA-2011-155208,41380,39.072
Standard Class,Corporate,CA-2011-160276,41366,177.68
Standard Class,Corporate,CA-2011-160773,41456,581.104
Standard Class,Corporate,CA-2011-163223,41354,3769.56
Standard Class,Corporate,CA-2011-167850,41495,193.936
Standard Class,Corporate,CA-2012-103793,41724,74.352
Standard Class,Corporate,CA-2012-103870,42000,284.44
Standard Class,Corporate,CA-2012-104241,41643,192.22
Standard Class,Corporate,CA-2012-104941,41803,976.29
Standard Class,Corporate,CA-2012-105571,41950,1361.631
Standard Class,Corporate,CA-2012-106187,41813,268.4
Standard Class,Corporate,CA-2012-108259,41951,81.135
Standard Class,Corporate,CA-2012-113628,41955,792.508
Standard Class,Corporate,CA-2012-120845,41907,22.549
Standard Class,Corporate,CA-2012-121552,41720,19.56
Standard Class,Corporate,CA-2012-122168,41872,53.28
Standard Class,Corporate,CA-2012-125066,41987,62.46
Standard Class,Corporate,CA-2012-128083,41710,45.976
Standard Class,Corporate,CA-2012-131422,41948,207
Standard Class,Corporate,CA-2012-137106,41729,79.96
Standard Class,Corporate,CA-2012-137281,41803,6.48
Standard Class,Corporate,CA-2012-147011,41808,13.632
Standard Class,Corporate,CA-2012-147102,41901,66.36
Standard Class,Corporate,CA-2012-147529,41677,324.11
Standard Class,Corporate,CA-2012-149342,41749,896.31
Standard Class,Corporate,CA-2012-149734,41885,200.984
Standard Class,Corporate,CA-2012-150308,41988,246.168
Standard Class,Corporate,CA-2012-151624,41890,21.36
Standard Class,Corporate,CA-2012-153038,41991,94.688
Standard Class,Corporate,CA-2012-154291,41845,457.04
Standard Class,Corporate,CA-2012-154921,41782,186.69
Standard Class,Corporate,CA-2012-155453,41860,4.608
Standard Class,Corporate,CA-2012-160696,41888,7.24
Standard Class,Corporate,CA-2012-161998,41760,277.632
Standard Class,Corporate,CA-2012-162201,41798,937.608
Standard Class,Corporate,CA-2012-164427,41851,239.7
Standard Class,Corporate,CA-2012-166975,41969,692.472
Standard Class,Corporate,CA-2012-169572,41888,46.62
Standard Class,Corporate,CA-2013-106558,42021,316
Standard Class,Corporate,CA-2013-109743,42270,104.712
Standard Class,Corporate,CA-2013-109911,42137,10.96
Standard Class,Corporate,CA-2013-112277,42258,519.68
Standard Class,Corporate,CA-2013-113831,42155,4317.3
Standard Class,Corporate,CA-2013-113845,42329,574.056
Standard Class,Corporate,CA-2013-114713,42193,45.584
Standard Class,Corporate,CA-2013-115504,42076,12.96
Standard Class,Corporate,CA-2013-116764,42244,9.216
Standard Class,Corporate,CA-2013-118073,42229,562.2925
Standard Class,Corporate,CA-2013-118178,42083,31.086
Standard Class,Corporate,CA-2013-119074,42091,92.7
Standard Class,Corporate,CA-2013-123617,42337,7.434
Standard Class,Corporate,CA-2013-123946,42260,1159.06
Standard Class,Corporate,CA-2013-124254,42107,191.808
Standard Class,Corporate,CA-2013-125017,42041,132.224
Standard Class,Corporate,CA-2013-130001,42118,36.24
Standard Class,Corporate,CA-2013-134516,42268,115.48
Standard Class,Corporate,CA-2013-138695,42153,452.464
Standard Class,Corporate,CA-2013-139689,42368,40.896
Standard Class,Corporate,CA-2013-140928,42266,383.438
Standard Class,Corporate,CA-2013-142097,42293,342.76
Standard Class,Corporate,CA-2013-145709,42282,64.248
Standard Class,Corporate,CA-2013-157763,42204,140.81
Standard Class,Corporate,CA-2013-165316,42209,324.387
Standard Class,Corporate,CA-2013-165827,42313,50.496
Standard Class,Corporate,CA-2013-166380,42155,138.53
Standard Class,Corporate,CA-2014-104318,42503,20.768
Standard Class,Corporate,CA-2014-107167,42531,1347.52
Standard Class,Corporate,CA-2014-108322,42490,26.056
Standard Class,Corporate,CA-2014-110310,42670,68.967
Standard Class,Corporate,CA-2014-119284,42536,2942.784
Standard Class,Corporate,CA-2014-125745,42551,19.52
Standard Class,Corporate,CA-2014-126046,42677,12.39
Standard Class,Corporate,CA-2014-126382,42524,35.168
Standard Class,Corporate,CA-2014-127803,42509,26.16
Standard Class,Corporate,CA-2014-128769,42620,81.568
Standard Class,Corporate,CA-2014-136826,42537,14.016
Standard Class,Corporate,CA-2014-139619,42632,95.616
Standard Class,Corporate,CA-2014-141614,42526,20.736
Standard Class,Corporate,CA-2014-147333,42718,204.55
Standard Class,Corporate,CA-2014-147361,42622,685.26
Standard Class,Corporate,CA-2014-148810,42547,287.424
Standard Class,Corporate,CA-2014-151855,42517,39.252
Standard Class,Corporate,CA-2014-154816,42680,5.78
Standard Class,Corporate,CA-2014-155824,42439,61.876
Standard Class,Corporate,CA-2014-156272,42450,64.384
Standard Class,Corporate,CA-2014-157854,42468,2747.25
Standard Class,Corporate,CA-2014-158407,42525,103.968
Standard Class,Corporate,CA-2014-159100,42659,1893.786
Standard Class,Corporate,CA-2014-160017,42641,10.368
Standard Class,Corporate,CA-2014-160724,42495,34.5
Standard Class,Corporate,CA-2014-161130,42677,361.376
Standard Class,Corporate,CA-2014-161592,42466,8.1
Standard Class,Corporate,CA-2014-163629,42691,286.09
Standard Class,Corporate,CA-2014-164756,42631,997.83
Standard Class,Corporate,CA-2014-164917,42706,47.96
Standard Class,Corporate,CA-2014-165029,42700,12.84
Standard Class,Corporate,CA-2014-168102,42484,113.568
Standard Class,Corporate,CA-2014-168389,42715,873.811
Standard Class,Corporate,CA-2014-169012,42561,41.91
Standard Class,Corporate,US-2011-107405,41354,16.272
Standard Class,Corporate,US-2011-109162,41433,170.352
Standard Class,Corporate,US-2011-118997,41372,1215.92
Standard Class,Corporate,US-2011-143581,41505,344.91
Standard Class,Corporate,US-2011-147774,41294,67.194
Standard Class,Corporate,US-2011-156216,41530,18.648
Standard Class,Corporate,US-2011-157231,41369,115.36
Standard Class,Corporate,US-2011-164763,41350,103.5
Standard Class,Corporate,US-2012-112508,41722,6.992
Standard Class,Corporate,US-2012-136476,41734,157.794
Standard Class,Corporate,US-2012-148817,41974,125.64
Standard Class,Corporate,US-2012-158911,41825,16.712
Standard Class,Corporate,US-2013-102232,42222,197.05
Standard Class,Corporate,US-2013-144393,42306,17.616
Standard Class,Corporate,US-2013-148901,42139,191.018
Standard Class,Corporate,US-2013-150357,42288,24.703
Standard Class,Corporate,US-2013-150567,42142,29.97
Standard Class,Corporate,US-2013-159415,42112,79.12
Standard Class,Corporate,US-2013-164630,42008,959.968
Standard Class,Corporate,US-2014-115252,42663,30.336
Standard Class,Corporate,US-2014-126060,42474,198.272
Standard Class,Corporate,US-2014-128118,42698,76.521
Standard Class,Corporate,US-2014-135503,42714,14.76
Standard Class,Corporate,US-2014-166611,42457,68.742
Standard Class,Home Office,CA-2011-100293,41347,91.056
Standard Class,Home Office,CA-2011-108707,41571,10.368
Standard Class,Home Office,CA-2011-120670,41580,799.92
Standard Class,Home Office,CA-2011-122217,41602,111.15
Standard Class,Home Office,CA-2011-133634,41583,47.79
Standard Class,Home Office,CA-2011-134621,41629,18.24
Standard Class,Home Office,CA-2011-145317,41351,23661.228
Standard Class,Home Office,CA-2011-148285,41574,22.32
Standard Class,Home Office,CA-2011-156244,41498,457.744
Standard Class,Home Office,CA-2011-167199,41280,4374.88
Standard Class,Home Office,CA-2012-102260,41904,763.508
Standard Class,Home Office,CA-2012-103135,41844,525.95
Standard Class,Home Office,CA-2012-103772,41818,260.31
Standard Class,Home Office,CA-2012-110947,41799,113.1
Standard Class,Home Office,CA-2012-115091,41917,75.04
Standard Class,Home Office,CA-2012-125696,41914,7.38
Standard Class,Home Office,CA-2012-128958,41663,13.12
Standard Class,Home Office,CA-2012-135510,41887,67.96
Standard Class,Home Office,CA-2012-141754,41993,11.696
Standard Class,Home Office,CA-2012-145324,41958,39.96
Standard Class,Home Office,CA-2012-160059,41970,6.24
Standard Class,Home Office,CA-2012-163923,41789,151.96
Standard Class,Home Office,CA-2013-100307,42354,19.44
Standard Class,Home Office,CA-2013-105662,42130,270.728
Standard Class,Home Office,CA-2013-105753,42298,61.1
Standard Class,Home Office,CA-2013-110254,42221,158.81
Standard Class,Home Office,CA-2013-118934,42226,16.218
Standard Class,Home Office,CA-2013-121020,42302,239.976
Standard Class,Home Office,CA-2013-123414,42238,37.264
Standard Class,Home Office,CA-2013-123533,42333,392.832
Standard Class,Home Office,CA-2013-131968,42320,681.432
Standard Class,Home Office,CA-2013-134789,42103,215.84
Standard Class,Home Office,CA-2013-136322,42299,74.32
Standard Class,Home Office,CA-2013-139269,42150,1311.97
Standard Class,Home Office,CA-2013-140571,42079,365.44
Standard Class,Home Office,CA-2013-146171,42075,558.24
Standard Class,Home Office,CA-2013-151155,42359,34.34
Standard Class,Home Office,CA-2013-154403,42148,4.98
Standard Class,Home Office,CA-2013-155439,42262,25.92
Standard Class,Home Office,CA-2013-159212,42310,273.59
Standard Class,Home Office,CA-2013-159891,42035,1396.35
Standard Class,Home Office,CA-2013-165470,42334,5.08
Standard Class,Home Office,CA-2013-169026,42225,23.34
Standard Class,Home Office,CA-2014-100412,42726,141.96
Standard Class,Home Office,CA-2014-102554,42532,3.76
Standard Class,Home Office,CA-2014-110212,42491,48.9
Standard Class,Home Office,CA-2014-113558,42664,729.648
Standard Class,Home Office,CA-2014-120705,42618,147.184
Standard Class,Home Office,CA-2014-124597,42490,32.088
Standard Class,Home Office,CA-2014-124898,42624,184.66
Standard Class,Home Office,CA-2014-125752,42582,41.424
Standard Class,Home Office,CA-2014-127516,42732,64.784
Standard Class,Home Office,CA-2014-128475,42608,71.98
Standard Class,Home Office,CA-2014-129490,42639,419.136
Standard Class,Home Office,CA-2014-129910,42459,59.76
Standard Class,Home Office,CA-2014-134096,42637,399.53
Standard Class,Home Office,CA-2014-139787,42632,35.4
Standard Class,Home Office,CA-2014-146535,42698,1446.84
Standard Class,Home Office,CA-2014-148166,42664,17.856
Standard Class,Home Office,CA-2014-148404,42650,1027.21
Standard Class,Home Office,CA-2014-148474,42533,544.14
Standard Class,Home Office,CA-2014-150931,42376,33.74
Standard Class,Home Office,CA-2014-151211,42599,201.09
Standard Class,Home Office,CA-2014-154123,42694,27.58
Standard Class,Home Office,CA-2014-155089,42706,45.66
Standard Class,Home Office,CA-2014-159135,42678,4.3
Standard Class,Home Office,CA-2014-159667,42683,691.144
Standard Class,Home Office,CA-2014-160423,42391,383.992
Standard Class,Home Office,CA-2014-161088,42515,29.84
Standard Class,Home Office,CA-2014-162033,42455,57.01
Standard Class,Home Office,CA-2014-165904,42467,235.44
Standard Class,Home Office,US-2011-125521,41347,1139.92
Standard Class,Home Office,US-2011-138835,41527,9.64
Standard Class,Home Office,US-2011-155502,41300,944.61
Standard Class,Home Office,US-2011-155817,41550,67.76
Standard Class,Home Office,US-2013-108637,42077,334.2
Standard Class,Home Office,US-2013-109260,42274,431.976
Standard Class,Home Office,US-2013-123750,42110,895.06
Standard Class,Home Office,US-2013-139262,42056,471.078
Standard Class,Home Office,US-2013-146570,42140,612.14
Standard Class,Home Office,US-2013-155404,42270,13.28
Standard Class,Home Office,US-2014-100930,42467,1735.8505
Standard Class,Home Office,US-2014-108315,42490,225.546
Standard Class,Home Office,US-2014-114356,42602,35.96
Standard Class,Home Office,US-2014-120390,42662,1633.188
Standard Class,Home Office,US-2014-129224,42446,4.608
Standard Class,Home Office,US-2014-132031,42483,513.496
Standard Class,Home Office,US-2014-132297,42517,598.31
Standard Class,Home Office,US-2014-132675,42637,148.16
Standard Class,Home Office,US-2014-156083,42678,9.664
